case_id,model_variant,include_chi_prime,n_active,chi_t_over_2pi,target_family,random_seed,waveform_family,pulse_duration_ns,average_gate_fidelity,restricted_process_fidelity,restricted_fro_error,restricted_unitarity_error,state_transfer_fidelity_mean,state_transfer_fidelity_min,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,state_validation_ground_fidelity,state_validation_plus_fidelity,optimizer_success,optimizer_nfev,optimizer_runtime_s
chi_only_na2_chiT3p0_targetD_seed92241,chi_only,False,2,3.0,D,92241.0,baseline_multitone,1056.3380281690138,0.3023887889041089,0.12798598613013618,1.6478641299247387,1.1128162253327358e-06,0.28907053750520406,0.07758214316509952,1.0,0.9999999999999999,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.981983013037187,0.7686963862638921,1.199634782448252,2.2129863653858703,2.6157462980642965,0.1641880726928671,0.13582756904974597,,,
chi_only_na2_chiT3p0_targetD_seed92241,chi_only,False,2,3.0,D,92241.0,symmetric_two_segment,1056.3380281690138,0.2957168957502345,0.11964611968779318,1.640657772494877,3.732690088677407e-06,0.27933843787673024,0.06073056925811696,0.9999999999999999,0.9999999999999998,0.0,0.0,1.3877787807814457e-16,2.220446049250313e-16,0.9925477805413134,0.7158208331676662,1.1734924367096262,2.2512541250672387,2.6692661122213464,0.15898192329045635,0.13098141552955508,True,62.0,3.2394719000003533
chi_only_na2_chiT3p0_targetD_seed92241,chi_only,False,2,3.0,D,92241.0,echoed_multitone,1056.3380281690138,0.21439377309092258,0.017992216363653203,1.50548388108927,4.0656576506124575e-06,0.3937601018317822,0.0212449367212569,1.0,0.9999999999999999,0.0,0.0,8.326672684688674e-17,1.1102230246251565e-16,1.028102095293585,0.19907006514741532,0.36911692754479947,1.1302179690778558,1.605012613706054,0.021245049844033095,0.14469006618988378,False,120.0,6.261400600000343
chi_only_na2_chiT3p0_targetD_seed92241,chi_only,False,2,3.0,D,92241.0,complex_envelope,1056.3380281690138,0.29144471221587126,0.11430589026983903,1.6358939220622915,2.216778335253574e-06,0.27771061176649003,0.056737365465525144,1.0,0.9999999999999996,0.0,0.0,1.1102230246251565e-16,4.440892098500626e-16,0.9974710739319572,0.7542027187514337,1.185518443506627,2.258620465936327,2.7032397078760866,0.15059428235648933,0.12614705617556293,True,49.0,2.5388119999988703
chi_only_na2_chiT3p0_targetD_seed92241,chi_only,False,2,3.0,D,92241.0,basis_expanded,1056.3380281690138,0.2915999320308154,0.11449991503851926,1.6360691406520593,1.3471868635503345e-06,0.2777424958983137,0.056924955804857735,1.0,0.9999999999999998,0.0,0.0,8.326672684688674e-17,2.220446049250313e-16,0.9973030525263505,0.7525431882434656,1.1857289848170642,2.258344357184642,2.7013651471333096,0.15100112081619146,0.1262793487867401,True,72.0,3.8359912000014447
chi_only_na2_chiT3p0_targetD_seed92242,chi_only,False,2,3.0,D,92242.0,baseline_multitone,1056.3380281690138,0.4521365230001145,0.31517065375014314,0.9366395506394969,6.031814379311376e-07,0.5142041826531903,0.2166900281822324,1.0000000000000002,0.9999999999999999,0.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16,0.7421818185065526,1.1033819071518072,1.839329725810064,1.4248927685507546,1.6153924614490685,0.38973989271016707,0.39150704795009234,,,
chi_only_na2_chiT3p0_targetD_seed92242,chi_only,False,2,3.0,D,92242.0,symmetric_two_segment,1056.3380281690138,0.4378841879158223,0.2973552348947779,0.9536707878395991,1.874018051735003e-06,0.4937605194396757,0.21707849968226517,1.0000000000000002,0.9999999999999997,0.0,0.0,8.326672684688674e-17,3.3306690738754696e-16,0.7646116361354066,1.0899601683297062,1.8081694360017861,1.496113561274595,1.6777678647268912,0.3678176016897263,0.3862532940263663,True,64.0,3.301441200001136
chi_only_na2_chiT3p0_targetD_seed92242,chi_only,False,2,3.0,D,92242.0,echoed_multitone,1056.3380281690138,0.4771737598648992,0.3464671998311239,0.9071202397799494,2.1940815414232566e-06,0.4761356939342861,0.291592366262271,1.0,0.9999999999999998,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.7323719065698269,0.7707966862474795,0.9817048712935759,1.6948262624741695,1.9496417575506984,0.34526138433702835,0.45250144525363345,False,120.0,6.67004530000122
chi_only_na2_chiT3p0_targetD_seed92242,chi_only,False,2,3.0,D,92242.0,complex_envelope,1056.3380281690138,0.45146806678544654,0.31433508348180816,0.937436697075236,2.9187062013930835e-06,0.5120913211766784,0.23726241425605923,0.9999999999999998,0.9999999999999994,0.0,0.0,3.608224830031759e-16,5.551115123125783e-16,0.7436954677031762,1.1050727590380793,1.8218706330024967,1.4310554614419935,1.6432194615391722,0.3855284459481634,0.3926758763905986,True,56.0,2.943304399999761
chi_only_na2_chiT3p0_targetD_seed92242,chi_only,False,2,3.0,D,92242.0,basis_expanded,1056.3380281690138,0.4520599626090961,0.31507495326137014,0.9367332245950604,9.790875731322915e-07,0.5128371228232289,0.23866889830274737,1.0,1.0,0.0,0.0,0.0,0.0,0.7428052130376088,1.1057987125981474,1.8217176232614032,1.4283273723658025,1.6427575740363396,0.38615695495238883,0.3928786110786175,True,78.0,4.032009700000344
chi_only_na2_chiT5p0_targetC,chi_only,False,2,5.0,C,,baseline_multitone,1760.5633802816897,0.8733320396789919,0.8416650495987399,0.4066329866196803,2.855678506966615e-06,0.8627167674074482,0.7678919177789897,1.0,1.0,0.0,0.0,0.0,0.0,0.18158122252421657,0.07529020951318675,0.09213281781684854,0.7856201879518514,1.0055178073899418,0.8407191470829348,0.8945125593601272,,,
chi_only_na2_chiT5p0_targetC,chi_only,False,2,5.0,C,,symmetric_two_segment,1760.5633802816897,0.8722719990450077,0.8403399988062595,0.4084053386465101,8.108946226342454e-07,0.8615661615474696,0.7659262799064364,0.9999999999999999,0.9999999999999997,0.0,0.0,1.3877787807814457e-16,3.3306690738754696e-16,0.18310153486372993,0.07502756763768338,0.09198284606664735,0.7891301051353332,1.0101672817673026,0.839400038474993,0.8934541103687084,True,64.0,4.378352499999892
chi_only_na2_chiT5p0_targetC,chi_only,False,2,5.0,C,,echoed_multitone,1760.5633802816897,0.2094680106971043,0.011835013371380385,1.4889958783459423,3.846712469702882e-06,0.18325435565491538,0.011770729624648578,1.0,0.9999999999999998,0.0,0.0,5.551115123125783e-17,2.220446049250313e-16,1.1172302296367003,0.0406853226726067,0.0460322652428215,2.4057152664503487,2.6390889736075556,0.011904538996650248,0.014355223719632893,False,120.0,8.131512300002214
chi_only_na2_chiT5p0_targetC,chi_only,False,2,5.0,C,,complex_envelope,1760.5633802816897,0.8740440876360024,0.842555109545003,0.4054392892380367,1.8153583546994323e-06,0.8634762473125126,0.7703103739642447,0.9999999999999999,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.1805654653802843,0.07470226978100514,0.09643379177272186,0.7841265092010781,0.9997504062209873,0.8416656615595282,0.893124082890201,True,57.0,3.8625363999999536
