case_id,model_variant,include_chi_prime,family,seed,n_active,chi_t_over_2pi,duration_s,duration_ns,construction,restricted_process_fidelity,restricted_average_gate_fidelity,restricted_fro_error,per_block_process_fidelities,per_block_average_gate_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_error_rad,per_block_transverse_error_rad,per_block_actual_rotvec_z_rad,mean_block_average_gate_fidelity,worst_block_average_gate_fidelity,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,best_fit_restricted_process_fidelity,uncorrected_restricted_process_fidelity,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,best_fit_block_phase_rms_rad,optimization_success,optimization_message,n_optimizer_history,corrections_vector,source_case,reduced_vs_full_restricted_process_fidelity,reduced_vs_full_restricted_average_gate_fidelity,magnus_vs_full_restricted_process_fidelity,magnus_vs_full_restricted_average_gate_fidelity,echo_half_duration_ns,echo_total_duration_ns,echo_pi_duration_ns
chi_plus_chiprime_structured_xy_na2_chiT1p0,chi_plus_chiprime,True,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,blockwise_exact_reduced,0.7543326400857223,0.803466112068578,0.5128560012898898,"[0.8430789296347464, 0.6706210820506384]","[0.8953859530898308, 0.7804140547004256]","[0.7956450579824156, 1.2124611261705371]","[1.4559883524717498, 1.356976958665097]","[0.020627524689175978, 0.011794311963735921]","[0.8143840721428677, 1.2225120795676405]","[-0.020916256642326363, 0.012356149823522703]",0.8379000038951282,0.7804140547004256,0.01621091832645595,0.020627524689175978,1.018448075855254,1.2225120795676405,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na2_chiT1p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na2_chiT1p0,chi_plus_chiprime,True,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.11435484107579866,0.2914838728606389,1.1505095163993986,"[0.19626111968643326, 0.05443550368724271]","[0.4641740797909555, 0.36962366912482847]","[1.0287358331338603, 1.4733597626653092]","[1.9288022722419302, 2.3984573029621497]","[0.40881047417540073, 1.1543904730435526]","[2.1857760228060417, 2.40823856350001]","[1.0197002561557924, 0.14175810186494942]",0.416898874457892,0.36962366912482847,0.7816004736094766,1.1543904730435526,2.297007293153026,2.40823856350001,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na2_chiT1p0,,,0.03605173326980941,0.22884138661584755,,,
chi_plus_chiprime_structured_xy_na2_chiT1p0,chi_plus_chiprime,True,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998]","[1.0, 0.9999999999999999]","[0.0, 0.0]","[2.1073424255447017e-08, 0.0]","[0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17]","[0.0, 0.0]",1.0,0.9999999999999999,0.0,0.0,2.4644285891530453e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na2_chiT3p0,chi_plus_chiprime,True,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.7572876824197918,0.8058301459358335,0.5095095405501257,"[0.8454001861054077, 0.6741013895871854]","[0.8969334574036051, 0.7827342597247903]","[0.8043350628245477, 1.1983695278704025]","[0.8045388272069809, 1.1773412295748857]","[0.007955826700397964, 0.02425984279284428]","[0.8081686342590604, 1.2149051630442027]","[-0.0052880204577316695, 0.024266468218673766]",0.8398338585641977,0.7827342597247903,0.01610783474662112,0.02425984279284428,1.0115368986516315,1.2149051630442027,0.757329179243587,0.7572876824197918,1.0000029476628867,1.0000029306882632,0.0,0.0,0.0,0.0,0.2907481224944059,0.010485180456161822,True,Optimization terminated successfully.,116.0,"[0.7496536775852787, -0.7493203442193228, -1.3010566926902625, 0.6600288604964527]",,,,,,,,
chi_plus_chiprime_structured_xy_na2_chiT3p0,chi_plus_chiprime,True,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.7572857252932149,0.8058285802345718,0.5095107184275679,"[0.8453963401234287, 0.6741011288060059]","[0.896930893415619, 0.7827340858706706]","[0.804337528880181, 1.19837160063824]","[0.8042595103884036, 1.1774951520860057]","[0.00794956719989643, 0.024258941234524548]","[0.8081678513277695, 1.2149097869864747]","[-0.005281612772724434, 0.024266435459956468]",0.8398324896431448,0.7827340858706706,0.01610425421721049,0.024258941234524548,1.011538819157122,1.2149097869864747,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na2_chiT3p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na2_chiT3p0,chi_plus_chiprime,True,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.07126989729293812,0.25701591783435046,1.2108144162144956,"[0.008429985418763752, 0.19546434462179135]","[0.3389533236125091, 0.4636428964145276]","[2.2942705468220486, 0.0652643776382047]","[1.8405202640574823, 2.4477300661883614]","[1.1658205021451038, 0.21058404627983715]","[2.718248356168532, 2.21570081279154]","[-0.03315103601430002, -0.266878439561692]",0.40129811001351834,0.3389533236125091,0.6882022742124705,1.1658205021451038,2.466974584480036,2.718248356168532,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na2_chiT3p0,,,0.16642653932535306,0.33314123146028246,,,
chi_plus_chiprime_structured_xy_na2_chiT3p0,chi_plus_chiprime,True,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998]","[1.0, 0.9999999999999999]","[0.0, 0.0]","[2.1073424255447017e-08, 0.0]","[0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17]","[0.0, 0.0]",1.0,0.9999999999999999,0.0,0.0,2.4644285891530453e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na2_chiT5p0,chi_plus_chiprime,True,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.7556705415907815,0.8045364332726251,0.5113209219681921,"[0.8441347269669602, 0.6721602472548793]","[0.8960898179779736, 0.7814401648365862]","[0.8076002865555831, 1.2048434776902675]","[0.9784307284489514, 1.2683369530024842]","[0.007709017952359725, 0.01857656613925493]","[0.811667153499384, 1.2191450218475317]","[-0.006294229603014418, 0.01922077756378951]",0.8387649914072799,0.7814401648365862,0.013142792045807327,0.01857656613925493,1.0154060876734579,1.2191450218475317,0.755701479786656,0.7556705415907815,1.0000035828919267,1.0000035688989355,0.0,0.0,0.0,0.0,0.29269149142831835,0.009063447104300505,True,Optimization terminated successfully.,121.0,"[0.7496536775576004, 0.7496195326690132, 0.056007057415481704, -1.0753665395489072]",,,,,,,,
chi_plus_chiprime_structured_xy_na2_chiT5p0,chi_plus_chiprime,True,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.7556692626332896,0.8045354101066315,0.5113221721207658,"[0.8441308285111299, 0.6721613139474493]","[0.8960872190074198, 0.7814408759649663]","[0.8076057661953356, 1.2048445591455068]","[0.978131526426207, 1.2684924131207242]","[0.007701863883292072, 0.018576459935758648]","[0.8116679412754495, 1.2191483683950186]","[-0.006286322288970127, 0.0192206986528906]",0.838764047486193,0.7814408759649663,0.01313916190952536,0.018576459935758648,1.015408154835234,1.2191483683950186,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na2_chiT5p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na2_chiT5p0,chi_plus_chiprime,True,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.05422700371235199,0.2433816029698816,1.23865497798799,"[0.1434267039546835, 0.00757189972473255]","[0.428951135969789, 0.3383812664831551]","[2.2878970616946086, 1.4741647298705465]","[3.0564009885752754, 2.065686519642025]","[0.0938039825032485, 1.3624160608669504]","[2.3629117685667627, 2.6360809751924386]","[-0.19927011098491712, 0.12061074826906701]",0.38366620122647205,0.3383812664831551,0.7281100216850995,1.3624160608669504,2.4994963718796006,2.6360809751924386,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na2_chiT5p0,,,0.013570018862646175,0.21085601509011695,,,
chi_plus_chiprime_structured_xy_na2_chiT5p0,chi_plus_chiprime,True,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998]","[1.0, 0.9999999999999999]","[0.0, 0.0]","[2.1073424255447017e-08, 0.0]","[0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17]","[0.0, 0.0]",1.0,0.9999999999999999,0.0,0.0,2.4644285891530453e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na3_chiT1p0,chi_plus_chiprime,True,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,full_shared_line,0.650189286760775,0.70016224579495,0.6228703883100141,"[0.8420361178853009, 0.6714917465371372, 0.4669073126770752]","[0.8946907452568672, 0.7809944976914247, 0.6446048751180501]","[0.7898828063494663, 1.21691781497249, 1.5002874589223658]","[1.5797673461505022, 0.9940696179464099, 1.565061222171405]","[0.027030260394603687, 0.004766849554059491, 0.10578920978370478]","[0.817027428392168, 1.220701465753212, 1.6336120765223279]","[-0.02645057132018916, 0.006727041143524363, 0.13326582925816874]",0.7734300393554473,0.6446048751180501,0.045862106577455986,0.10578920978370478,1.2237803235559026,1.6336120765223279,0.6509140966559674,0.650189286760775,1.000003960443047,1.0000039154754725,0.0,0.0,0.0,0.0,0.41762194296886546,0.0474187804114093,True,Optimization terminated successfully.,211.0,"[-0.7492877064771694, -0.7448615042521346, 0.7496879444337795, 0.051631297262284236, -1.2677413422618216, -0.20586478423914262]",,,,,,,,
chi_plus_chiprime_structured_xy_na3_chiT1p0,chi_plus_chiprime,True,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,blockwise_exact_reduced,0.6501963294378423,0.7001682823752934,0.6228711915724365,"[0.8420538812128324, 0.6714952765704172, 0.46690906235119745]","[0.8947025874752216, 0.7809968510469448, 0.6446060415674649]","[0.7898864942413946, 1.2169185440874892, 1.500287139658799]","[1.5797215363263895, 0.9942532857538575, 1.5650507338285642]","[0.027027060826036935, 0.004767612715082848, 0.10579071966876892]","[0.8170261532480448, 1.2207031397725512, 1.633610598738714]","[-0.026446545933436327, 0.006727446447647644, 0.1332660866955967]",0.7734351600298771,0.6446060415674649,0.04586179773662957,0.10579071966876892,1.22377996391977,1.633610598738714,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na3_chiT1p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na3_chiT1p0,chi_plus_chiprime,True,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.16209517990228667,0.2817958684876743,1.093059507280222,"[0.11337484904739806, 0.2548105560891687, 0.134199073180657]","[0.4089165660315987, 0.5032070373927792, 0.42279938212043805]","[0.8817546773794377, 0.30042384970671376, 0.6562547408637347]","[2.699264369150766, 1.7906392184530517, 2.9304461560831103]","[0.8006351233575499, 0.26264145067715344, 0.27267812085890375]","[2.320510355739407, 2.066699040104608, 2.3758685820611283]","[0.7227228288272832, 1.0415114175327567, 0.10819610134734228]",0.4449743285149386,0.4089165660315987,0.4453182316312024,0.8006351233575499,2.2543593259683807,2.3758685820611283,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na3_chiT1p0,,,0.10410440036745527,0.23208948602924737,,,
chi_plus_chiprime_structured_xy_na3_chiT1p0,chi_plus_chiprime,True,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0]","[1.0, 0.9999999999999999, 1.0]","[0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08]","[0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17]","[0.0, 0.0, -0.0]",1.0,0.9999999999999999,0.0,0.0,2.0356256649915287e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na3_chiT3p0,chi_plus_chiprime,True,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.6462366877987074,0.6967743038274634,0.62804213948537,"[0.842816552501215, 0.6752672765991954, 0.4601380600943786]","[0.89521103500081, 0.7835115177327969, 0.640092040062919]","[0.8025832214427765, 1.197774265839422, 1.3005878825061872]","[1.4580424778622385, 1.0866429860331812, 1.5438468990935965]","[0.010551264382689428, 0.018572935045320656, 0.2635592337452705]","[0.8152603628644597, 1.2125156393819867, 1.6294294234866535]","[-0.005553669397721999, 0.02399581879623434, 0.3327405261224472]",0.772938197598842,0.640092040062919,0.09756114439109353,0.2635592337452705,1.2190684752443666,1.6294294234866535,0.6497067461156566,0.6462366877987074,1.0000023345490356,1.0000023153773365,0.0,0.0,0.0,0.0,0.4209577216380068,0.0980945115646645,True,Optimization terminated successfully.,196.0,"[0.7496536775576004, -0.7496536775852787, -0.7496536775576004, -0.5550359253651738, 1.4026781781317175, 0.10510499070910054]",,,,,,,,
chi_plus_chiprime_structured_xy_na3_chiT3p0,chi_plus_chiprime,True,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.6462356868749044,0.6967734458927752,0.628043101955783,"[0.8428147289172211, 0.6752680011266522, 0.4601362718121009]","[0.8952098192781474, 0.7835120007511014, 0.6400908478747339]","[0.8025868918836607, 1.1977748206899983, 1.3005879608210258]","[1.4581356826431957, 1.0866718553043202, 1.5438567999135533]","[0.010544923156393637, 0.018572519524327025, 0.263559379976389]","[0.8152621181635074, 1.212516603107939, 1.6294326871082812]","[-0.005547444300636126, 0.023995629812627466, 0.33274053608655907]",0.7729375559679942,0.6400908478747339,0.09755894088570322,0.263559379976389,1.2190704694599093,1.6294326871082812,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na3_chiT3p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na3_chiT3p0,chi_plus_chiprime,True,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.1993618799582661,0.31373875424994235,1.0521410688502122,"[0.10460409642618182, 0.40124378839758124, 0.1464096361653899]","[0.4030693976174546, 0.6008291922650542, 0.4309397574435933]","[2.2941899524346616, 0.06725443781331197, 0.8936584745220626]","[2.586424206469643, 1.7348000911361705, 2.8945099813372264]","[0.5799111902558142, 0.46808721387461444, 0.07148304402507714]","[2.414225514115773, 1.7065858471561186, 2.355214531648362]","[-0.039883088117032214, -0.2534678764511505, -0.16439044494185812]",0.47827944910870074,0.4030693976174546,0.37316048271850194,0.5799111902558142,2.1586752976400847,2.414225514115773,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na3_chiT3p0,,,0.32700988622058585,0.42315133104621644,,,
chi_plus_chiprime_structured_xy_na3_chiT3p0,chi_plus_chiprime,True,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0]","[1.0, 0.9999999999999999, 1.0]","[0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08]","[0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17]","[0.0, 0.0, -0.0]",1.0,0.9999999999999999,0.0,0.0,2.0356256649915287e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na3_chiT5p0,chi_plus_chiprime,True,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.6328320856622189,0.6852846448533304,0.6430477312590783,"[0.8431630630454637, 0.6729067913345782, 0.4398746716031614]","[0.8954420420303091, 0.7819378608897187, 0.6265831144021076]","[0.8068331051722607, 1.2046524266616359, 1.1240391294805998]","[1.3185267443198947, 1.1893391997157352, 1.5665346129433677]","[0.00901502442963021, 0.016245886585651733, 0.39381179618304707]","[0.8143270439947438, 1.2175860344099334, 1.644854664778699]","[-0.00643190080979414, 0.019080593936776146, 0.5095617636867976]",0.7679876724407118,0.6265831144021076,0.139690902399443,0.39381179618304707,1.225589247727792,1.644854664778699,0.6409489127320289,0.6328320856622189,1.0000026571822682,1.000002617927545,0.0,0.0,0.0,0.0,0.4347423130757528,0.14921258835958182,True,Optimization terminated successfully.,187.0,"[0.7474542652826507, 0.747289758485841, -0.7489002938462139, 0.5948955602818734, -0.5546596236908033, 1.202472370721157]",,,,,,,,
chi_plus_chiprime_structured_xy_na3_chiT5p0,chi_plus_chiprime,True,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.6328304359475636,0.6852832308121973,0.6430484985459276,"[0.8431571535677251, 0.6729076498181625, 0.43987410901136736]","[0.8954381023784834, 0.7819384332121083, 0.6265827393409116]","[0.8068366764401274, 1.2046538682252936, 1.1240392133536028]","[1.3186369342021456, 1.1894631592022424, 1.5665362225702653]","[0.009008890684104256, 0.016247047443857805, 0.3938099613447213]","[0.8143290322303416, 1.2175889165183602, 1.644855897185216]","[-0.006424323120028507, 0.01908027912495086, 0.5095617045509448]",0.7679864249771677,0.6265827393409116,0.1396886331575611,0.3938099613447213,1.2255912819779726,1.644855897185216,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na3_chiT5p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na3_chiT5p0,chi_plus_chiprime,True,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.14879067579511107,0.27039200782438094,1.1083916777810983,"[0.09880033696191291, 0.09031641127482687, 0.29414323460143954]","[0.3992002246412753, 0.39354427418321797, 0.5294288230676264]","[2.2945835155413827, 1.481855274654978, 0.863382297159801]","[2.5435469232898122, 2.5854868667702506, 1.9136217834930562]","[0.4272860999978042, 0.6942648526864048, 0.3476303261107772]","[2.4653471875104076, 2.434024780282747, 1.9646110026903392]","[-0.20328163583802297, 0.11463383220009937, -0.2759662967234918]",0.44072444063070654,0.39354427418321797,0.489727092931662,0.6942648526864048,2.2879943234944977,2.4653471875104076,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na3_chiT5p0,,,0.04658130368436275,0.18278397458659665,,,
chi_plus_chiprime_structured_xy_na3_chiT5p0,chi_plus_chiprime,True,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0]","[1.0, 0.9999999999999999, 1.0]","[0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08]","[0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17]","[0.0, 0.0, -0.0]",1.0,0.9999999999999999,0.0,0.0,2.0356256649915287e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na4_chiT1p0,chi_plus_chiprime,True,structured_xy,,4,1.0,3.52112676056338e-07,352.112676056338,full_shared_line,0.5379399747827625,0.5892799775846778,0.7317781121352362,"[0.8439393244408473, 0.6719414790699615, 0.4667432369541645, 0.26954457723812875]","[0.8959595496272316, 0.7812943193799743, 0.6444954913027763, 0.5130297181587525]","[0.7373540580412109, 1.177729739577199, 1.554875462597612, 1.7446377415340217]","[1.4674115711344002, 1.4386950165837094, 1.5998247578381253, 1.551461064193369]","[0.07607065548484594, 0.03732990339813489, 0.06262883255786374, 0.18107654924763283]","[0.808681032866511, 1.2191865429679178, 1.6361676775237808, 2.041808498020039]","[-0.07893661813160356, -0.04675021459650071, 0.0786705463916515, 0.2973087252412763]",0.7086947696171837,0.5130297181587525,0.08927648517211935,0.18107654924763283,1.426460937844562,2.041808498020039,0.5404988179107408,0.5379399747827625,1.000007354838653,1.00000721826659,0.0,0.0,0.0,0.0,0.5490446323853607,0.10379171922868911,True,Optimization terminated successfully.,250.0,"[0.7488217561715534, 0.748553971401938, 0.746334925169029, 0.7489002938462139, -0.10414152382775058, -1.2844822095195088, -1.6586671405749667, -1.9933846026411903]",,,,,,,,
chi_plus_chiprime_structured_xy_na4_chiT1p0,chi_plus_chiprime,True,structured_xy,,4,1.0,3.52112676056338e-07,352.112676056338,blockwise_exact_reduced,0.5379440980297382,0.5892836426931006,0.7317787956752774,"[0.8439552501596329, 0.6719463725241975, 0.46674341100175704, 0.2695440538260929]","[0.8959701667730885, 0.7812975816827983, 0.6444956073345046, 0.5130293692173953]","[0.737358698159668, 1.1777303179610419, 1.5548746635509936, 1.7446369622212856]","[1.4673908579514379, 1.4386627198524624, 1.5998374967394957, 1.5514660148058819]","[0.07606579870053097, 0.0373279040360566, 0.06263146401747659, 0.18107985790048575]","[0.8086798903314771, 1.2191851341118403, 1.6361686309835513, 2.0418097294005455]","[-0.07893187298264426, -0.04674921607321444, 0.07867122563986736, 0.29730957301251554]",0.7086981812519466,0.5130293692173953,0.08927625616363748,0.18107985790048575,1.4264608462068535,2.0418097294005455,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na4_chiT1p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na4_chiT1p0,chi_plus_chiprime,True,structured_xy,,4,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.06729276874007324,0.17092690554673176,1.5870781315472609,"[6.293780609801444e-06, 0.010373221219302354, 0.11338307474554025, 0.3618860879890371]","[0.3333375291870732, 0.3402488141462016, 0.4089220498303601, 0.5745907253260247]","[1.6443273684736024, 1.2978699578423323, 0.6706730548151294, 0.5605380146887258]","[2.540512615700824, 1.8427944854840295, 1.4829382569786236, 1.1860035372541258]","[1.6179300522612068, 2.185552718627659, 1.757057261895663, 0.7836461699459799]","[2.6870813389243633, 1.9627799964356236, 1.7141783217729925, 1.676559996787805]","[-1.3755947806846474, -0.7780018173210287, -0.039193018458088605, 0.5968541257225729]",0.41427477962241493,0.3333375291870732,1.5860465506826271,2.185552718627659,2.010149913480196,2.6870813389243633,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na4_chiT1p0,,,0.2091593526801356,0.2970305357156761,,,
chi_plus_chiprime_structured_xy_na4_chiT1p0,chi_plus_chiprime,True,structured_xy,,4,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0, 1.0]","[1.0, 0.9999999999999999, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17, 2.4154707416563512e-17]","[0.0, 0.0, -0.0, 9.4261440852069e-17]",1.0,0.9999999999999999,0.0,0.0,2.1305869341577343e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na4_chiT3p0,chi_plus_chiprime,True,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.5081523745275056,0.5628021106911161,0.7644318055828262,"[0.8376523805265815, 0.6738599516251047, 0.4668082128960774, 0.22230173394421407]","[0.8917682536843877, 0.7825733010834032, 0.6445388085973849, 0.4815344892961427]","[0.793870552989786, 1.1975976543596891, 1.3057560255295686, 1.1267613169971464]","[2.1416462065833817, 1.2081705780524166, 1.5046489898651105, 1.563482279262619]","[0.0168342506510674, 0.005094039476909361, 0.25168042964556214, 0.5875257941549784]","[0.8292527799093854, 1.215650765317754, 1.6177706714189437, 2.0781834908771804]","[-0.010937876081379328, 0.01850935129828851, 0.32714813710287927, 0.9149805457108648]",0.7001037131653296,0.4815344892961427,0.21528362848212934,0.5875257941549784,1.4352144268808158,2.0781834908771804,0.5223118167584261,0.5081523745275056,1.000002277373449,1.0000022307070053,0.0,0.0,0.0,0.0,0.5783052667429502,0.24672857512207044,True,Optimization terminated successfully.,242.0,"[0.7496536775576004, 0.7496536775576004, -0.7496536775576004, -0.7492137852119334, 0.22115989909912992, -0.9483503167460107, 0.861268048934398, -0.46846096181744595]",,,,,,,,
chi_plus_chiprime_structured_xy_na4_chiT3p0,chi_plus_chiprime,True,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.5081542574320316,0.5628037843840281,0.7644324611415548,"[0.8376632491484305, 0.6738617297592041, 0.4668082544467189, 0.22230007197048285]","[0.891775499432287, 0.7825744865061361, 0.6445388362978126, 0.48153338131365525]","[0.7938746343537201, 1.1975976337336538, 1.3057557220512908, 1.1267610510619948]","[2.1417484058914504, 1.208150695591689, 1.5046484878063755, 1.563486681922631]","[0.016826111353485225, 0.005094490807323246, 0.25168094248781225, 0.5875257771905398]","[0.8292526090927302, 1.2156502394534026, 1.6177704534259623, 2.0781874750792815]","[-0.010929125456788374, 0.01850954972285432, 0.3271484266447592, 0.9149808565158646]",0.7001055508874727,0.48153338131365525,0.21528183045979013,0.5875257771905398,1.4352151942628442,2.0781874750792815,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na4_chiT3p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na4_chiT3p0,chi_plus_chiprime,True,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.11519399653319821,0.2135057746961762,1.1494325461613903,"[0.13134776985129432, 0.02087799208248366, 0.20862849850097798, 0.15518828285288835]","[0.42089851323419625, 0.34725199472165574, 0.472418999000652, 0.4367921885685922]","[2.2754540586426577, 1.4687627757793489, 0.7783482702238813, 1.6344089262009263]","[2.8953507278776933, 2.191469282754972, 2.1526312202717977, 2.321652749379715]","[0.034477489603412084, 1.1479125037394051, 0.10110635796894228, 0.324057704812442]","[2.399620198527979, 2.6103410398706233, 2.190564241757664, 2.309137457911073]","[-0.33691843985861497, 0.18932008916870055, -0.45931773033378404, -0.262695604031307]",0.419340423881274,0.34725199472165574,0.40188851403105036,1.1479125037394051,2.377415734516835,2.6103410398706233,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na4_chiT3p0,,,0.1256620590814439,0.2228107191835057,,,
chi_plus_chiprime_structured_xy_na4_chiT3p0,chi_plus_chiprime,True,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0, 1.0]","[1.0, 0.9999999999999999, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17, 2.4154707416563512e-17]","[0.0, 0.0, -0.0, 9.4261440852069e-17]",1.0,0.9999999999999999,0.0,0.0,2.1305869341577343e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
