case_id,model_variant,include_chi_prime,family,seed,n_active,chi_t_over_2pi,duration_s,duration_ns,construction,restricted_process_fidelity,restricted_average_gate_fidelity,restricted_fro_error,per_block_process_fidelities,per_block_average_gate_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_error_rad,per_block_transverse_error_rad,per_block_actual_rotvec_z_rad,mean_block_average_gate_fidelity,worst_block_average_gate_fidelity,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,best_fit_restricted_process_fidelity,uncorrected_restricted_process_fidelity,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,best_fit_block_phase_rms_rad,optimization_success,optimization_message,n_optimizer_history,corrections_vector,source_case,reduced_vs_full_restricted_process_fidelity,reduced_vs_full_restricted_average_gate_fidelity,magnus_vs_full_restricted_process_fidelity,magnus_vs_full_restricted_average_gate_fidelity,echo_half_duration_ns,echo_total_duration_ns,echo_pi_duration_ns
chi_only_structured_xy_na4_chiT1p0,chi_only,False,structured_xy,,4,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.02886713928404727,0.1367707904747087,1.2884849061233945,"[0.07451686948040503, 0.04917030289694821, 0.005494381850263054, 0.0670892009206783]","[0.38301124632027, 0.36611353526463214, 0.33699625456684207, 0.3780594672804522]","[1.1457030440939544, 0.9202454069248465, 0.4647281767798621, 0.35531637681884987]","[2.372830134103218, 1.9121540620209712, 2.0068997138481564, 2.831537236258503]","[1.5543012836921755, 1.140018975797414, 1.036931237791328, 0.18704845626092564]","[2.0700468214103487, 2.44132803684833, 2.807858602491164, 2.610894768373695]","[1.235566521431636, 1.8321613225816504, -0.6729451674765341, 0.4996322083609414]",0.3660451258580491,0.33699625456684207,0.9795749883854608,1.5543012836921755,2.4825320572808844,2.807858602491164,,,,,,,,,,,,,,,chi_only_structured_xy_na4_chiT1p0,,,0.0014894305403327656,0.11243504936918468,,,
chi_only_structured_xy_na4_chiT1p0,chi_only,False,structured_xy,,4,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0, 1.0]","[1.0, 0.9999999999999999, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17, 2.4154707416563512e-17]","[0.0, 0.0, -0.0, 9.4261440852069e-17]",1.0,0.9999999999999999,0.0,0.0,2.1305869341577343e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_structured_xy_na4_chiT3p0,chi_only,False,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.5449146090441901,0.5954796524837245,0.7238105854024198,"[0.8374865478123206, 0.6737740769544989, 0.47886271113597434, 0.2757678124683976]","[0.8916576985415471, 0.7825160513029993, 0.6525751407573163, 0.5171785416455984]","[0.7936656074157656, 1.1973159888484024, 1.581129292203461, 1.9616204798494978]","[2.159225436816146, 1.218748475595411, 1.157350589167885, 1.4814218461269268]","[0.016743230774670614, 0.004926300021900032, 0.037958635839751155, 0.06908580332256076]","[0.8297046945522774, 1.2158348749425532, 1.6126391780025382, 2.034671814317235]","[-0.010837766728691873, 0.01861135891298121, 0.04805239297634909, 0.0774848750723879]",0.7109818580618653,0.5171785416455984,0.03217849248972064,0.06908580332256076,1.423212640453651,2.034671814317235,0.5450556597422328,0.5449146090441901,1.0000024459625043,1.0000023887787455,0.0,0.0,0.0,0.0,0.5417313978211264,0.02774119064630484,True,Optimization terminated successfully.,254.0,"[0.7489002938462139, 0.7493324180349569, -0.7495669605302857, -0.7489002938462139, 0.2545493700074929, -0.9366157110652369, 1.0434420036581338, -0.15264534724145887]",,,,,,,,
chi_only_structured_xy_na4_chiT3p0,chi_only,False,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.5449162820044668,0.5954811395595261,0.7238115631353211,"[0.8374972307815702, 0.673774452271984, 0.4788617700591866, 0.2757669209671692]","[0.8916648205210468, 0.782516301514656, 0.652574513372791, 0.5171779473114461]","[0.7936698950088408, 1.1973184158933126, 1.5811299594351422, 1.9616213767605821]","[2.159335331870861, 1.2188043144287466, 1.157392497124666, 1.4814427379348263]","[0.01673507475654051, 0.004928204468660588, 0.03795942328092702, 0.06908195489472245]","[0.8297044858273732, 1.2158371334831921, 1.612641448329676, 2.0346736800131873]","[-0.010829221807525526, 0.018611620224456213, 0.04805264379019115, 0.0774851429046651]",0.7109833956799849,0.5171779473114461,0.032176164350212644,0.06908195489472245,1.4232141869133572,2.0346736800131873,,,,,,,,,,,,,,,chi_only_structured_xy_na4_chiT3p0,1.0,1.0,,,,,
chi_only_structured_xy_na4_chiT3p0,chi_only,False,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.12004525181775104,0.21781800161577872,1.143262462665285,"[0.1298927085922267, 0.02258152676087834, 0.24386984122535868, 0.1454600620056053]","[0.4199284723948178, 0.3483876845072522, 0.49591322748357247, 0.4303067080037368]","[2.2778153423900798, 1.469827708934363, 0.7725110020115019, 1.6287358864967059]","[2.8650656529227656, 2.2031705044537495, 2.0058761109399623, 2.4083750151764693]","[0.0016386538893667616, 1.1337610221631822, 0.15540509693367255, 0.23143877424527493]","[2.404185214266706, 2.603777434985606, 2.10287642075949, 2.3476081733596295]","[-0.3373492073192212, 0.18882865447565386, -0.4705155442680488, -0.2725419163281732]",0.4236340230973448,0.3483876845072522,0.38056088680787403,1.1337610221631822,2.364611810842858,2.603777434985606,,,,,,,,,,,,,,,chi_only_structured_xy_na4_chiT3p0,,,0.16372499788506809,0.25664444256450497,,,
chi_only_structured_xy_na4_chiT3p0,chi_only,False,structured_xy,,4,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0, 1.0]","[1.0, 0.9999999999999999, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17, 2.4154707416563512e-17]","[0.0, 0.0, -0.0, 9.4261440852069e-17]",1.0,0.9999999999999999,0.0,0.0,2.1305869341577343e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_structured_xy_na4_chiT5p0,chi_only,False,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.5428135400648416,0.5936120356131925,0.7257286773936119,"[0.8401586471991958, 0.6714532796820867, 0.4731082490925576, 0.2740182198796668]","[0.8934390981327972, 0.7809688531213911, 0.6487388327283717, 0.5160121465864446]","[0.8042422161273526, 1.2056788510880792, 1.5899975647978069, 1.9733172773401317]","[2.0431334663537033, 1.335286897584435, 1.3525023107437164, 1.527192718056498]","[0.010937259963956001, 0.009853191697290504, 0.03333490854156951, 0.051799525101408346]","[0.8225330868902889, 1.2207503372522415, 1.624265815073187, 2.039105158399476]","[-0.008363970604907546, 0.01711409851098611, 0.042586191002862026, 0.06805191115837596]",0.7097897326422512,0.5160121465864446,0.02648122132605609,0.051799525101408346,1.4266635994037984,2.039105158399476,0.5429185803401997,0.5428135400648416,1.0000021638659988,1.0000021094374851,0.0,0.0,0.0,0.0,0.5442127864113078,0.023979663906782238,True,Optimization terminated successfully.,239.0,"[-0.7485539719003924, 0.7495669605302857, 0.748553971401957, -0.7464435088920379, -1.522280548336832, 0.43727558156599067, -0.7526557436125989, 1.213441783785671]",,,,,,,,
chi_only_structured_xy_na4_chiT5p0,chi_only,False,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.5428144516150394,0.593612845880035,0.7257300067101857,"[0.8401665637077333, 0.6714547551446033, 0.4731062260731833, 0.27401689961103726]","[0.8934443758051556, 0.7809698367630689, 0.6487374840487888, 0.5160112664073582]","[0.8042484688285985, 1.2056790673713242, 1.5899983616538318, 1.9733176082559347]","[2.043193366731104, 1.3354862359465742, 1.352594161187711, 1.5272293360711315]","[0.010929383439665395, 0.009851830893994452, 0.033335879590180216, 0.05179714886992241]","[0.8225309411609093, 1.2207541959328916, 1.6242698815974672, 2.0391077422006525]","[-0.008355225651170379, 0.01711392040644905, 0.04258625805932812, 0.06805200946523715]",0.7097907407560928,0.5160112664073582,0.02647856069844062,0.05179714886992241,1.4266656902229802,2.0391077422006525,,,,,,,,,,,,,,,chi_only_structured_xy_na4_chiT5p0,1.0,1.0,,,,,
chi_only_structured_xy_na4_chiT5p0,chi_only,False,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.1655037070189947,0.2582255173502175,1.0892001944201095,"[0.4043302497910912, 0.10667481445567226, 0.040723059157508644, 0.21437412572561398]","[0.6028868331940608, 0.40444987630378154, 0.36048203943833906, 0.4762494171504093]","[0.7532800171373121, 1.4713978896598185, 0.6581393126309705, 1.5659196546789764]","[1.6182218542135511, 2.700449469404925, 2.3872964027333454, 1.7952777284431098]","[0.31391162165612363, 0.49516070737310336, 1.1693505074701156, 0.06102328576440073]","[1.7351563392860163, 2.42614700554957, 2.472641048340762, 2.177971735740044]","[0.3308612123394264, -0.162414520182201, 0.1270479240280552, -0.36726746007018496]",0.46101704152164763,0.36048203943833906,0.5098615305659359,1.1693505074701156,2.202979032229098,2.472641048340762,,,,,,,,,,,,,,,chi_only_structured_xy_na4_chiT5p0,,,0.06870272995409243,0.1721802044036377,,,
chi_only_structured_xy_na4_chiT5p0,chi_only,False,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0, 1.0]","[1.0, 0.9999999999999999, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17, 2.4154707416563512e-17]","[0.0, 0.0, -0.0, 9.4261440852069e-17]",1.0,0.9999999999999999,0.0,0.0,2.1305869341577343e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_random_xy_na2_chiT3p0_seed6101,chi_only,False,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.4116753944189812,0.529340315535185,0.8466543611130811,"[0.18697725214256297, 0.7239653995366137]","[0.45798483476170865, 0.8159769330244092]","[2.2471598699243347, 1.08037533931671]","[0.24477208418449148, 1.4496323020482245]","[0.00019877238399305458, 0.025449588684447348]","[2.2472680166012617, 1.1060544215119734]","[-0.0007109455964937996, 0.028932188403844004]",0.636980883893059,0.45798483476170865,0.012824180534220202,0.025449588684447348,1.6766612190566175,2.2472680166012617,0.4116956185158754,0.4116753944189812,1.00000029204055,1.0000002885283892,0.0,0.0,0.0,0.0,0.6972157586186125,0.010485200503059629,True,Optimization terminated successfully.,129.0,"[-0.7496536775576004, -0.7496536775576004, 1.0193313935173929, 1.3432468525378174]",,,,,,,,
chi_only_random_xy_na2_chiT3p0_seed6101,chi_only,False,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.4116747558918978,0.5293398047135183,0.8466546997839786,"[0.18697656031368595, 0.7239650672610727]","[0.4579843735424573, 0.8159767115073818]","[2.2471615640115, 1.080375343886679]","[0.2444761864592723, 1.4496563124998265]","[0.00019896430018855139, 0.025449396240396466]","[2.247269400182825, 1.1060551232776274]","[-0.0007095220882978636, 0.028932255832391212]",0.6369805425249195,0.4579843735424573,0.012824180270292508,0.025449396240396466,1.6766622617302263,2.247269400182825,,,,,,,,,,,,,,,chi_only_random_xy_na2_chiT3p0_seed6101,1.0,1.0,,,,,
chi_only_random_xy_na2_chiT3p0_seed6101,chi_only,False,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.2634867887788125,0.41078943102305,0.9866005856442267,"[0.1644266257126154, 0.38579471696663425]","[0.4429510838084103, 0.5905298113110895]","[2.138640067931883, 0.13604188623248503]","[2.079886012099405, 1.7983457948329415]","[0.12347306124250573, 0.6877003753799855]","[2.3032437064400364, 1.6647935938758347]","[0.04115362234787351, -0.00028867843887669226]",0.5167404475597499,0.4429510838084103,0.4055867183112456,0.6877003753799855,1.9840186501579355,2.3032437064400364,,,,,,,,,,,,,,,chi_only_random_xy_na2_chiT3p0_seed6101,,,0.8190635894824232,0.8552508715859386,,,
chi_only_random_xy_na2_chiT3p0_seed6101,chi_only,False,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,1.1274368112207335e-16,"[1.0, 1.0]","[1.0, 1.0]","[0.0, 2.220446049250313e-16]","[0.0, 1.4901161193847656e-08]","[0.0, 6.970492350908399e-34]","[3.8074196193092663e-17, 3.4519583944061763e-16]","[-9.069862021603002e-17, 0.0]",1.0,1.0,3.4852461754541996e-34,6.970492350908399e-34,1.9163501781685516e-16,3.4519583944061763e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_random_xy_na2_chiT5p0_seed6102,chi_only,False,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.2583855484382013,0.406708438750561,0.9916585549401504,"[0.3624466179697593, 0.17190770830182756]","[0.5749644119798395, 0.44793847220121835]","[1.8383591383579951, 2.2733747534205944]","[1.3684628272083887, 1.3345472138549475]","[0.015223129082364032, 0.016671285503703864]","[1.8494386153112843, 2.286489463044974]","[-0.010741579921763287, 0.014688342621941524]",0.511451442090529,0.44793847220121835,0.01594720729303395,0.016671285503703864,2.067964039178129,2.286489463044974,0.25839580038648813,0.2583855484382013,1.0000055725179753,1.0000055364845613,0.0,0.0,0.0,0.0,0.8881705909392474,0.009063434162449152,True,Optimization terminated successfully.,314.0,"[0.7476538166406073, 0.7429136130889631, 0.6072013986081627, -1.721119941051428]",,,,,,,,
chi_only_random_xy_na2_chiT5p0_seed6102,chi_only,False,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.25838379646870335,0.4067070371749627,0.9916604154867814,"[0.3624440679670445, 0.17190660701940058]","[0.5749627119780296, 0.44793773801293374]","[1.838369223387767, 2.273375544210223]","[1.3686101056415731, 1.3347722220391505]","[0.015214273872631615, 0.016672295391926478]","[1.8494426704200178, 2.286493395215048]","[-0.010730612938461637, 0.014687924277531548]",0.5114502249954817,0.44793773801293374,0.015943284632279047,0.016672295391926478,2.0679680328175327,2.286493395215048,,,,,,,,,,,,,,,chi_only_random_xy_na2_chiT5p0_seed6102,1.0,1.0,,,,,
chi_only_random_xy_na2_chiT5p0_seed6102,chi_only,False,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.00390673140907294,0.20312538512725836,1.4577406155787338,"[0.06507178451517913, 0.1444755692036226]","[0.37671452301011943, 0.42965037946908174]","[0.21607675863288311, 0.6403399599012414]","[2.5297062834920503, 1.4207513497528912]","[0.9476356581389225, 1.6391829489681788]","[2.4487398253687087, 1.7003258723997794]","[-0.1670254779544018, 0.10004990992851329]",0.4031824512396006,0.37671452301011943,1.2934093035535508,1.6391829489681788,2.0745328488842443,2.4487398253687087,,,,,,,,,,,,,,,chi_only_random_xy_na2_chiT5p0_seed6102,,,0.35087427568772817,0.4806994205501825,,,
chi_only_random_xy_na2_chiT5p0_seed6102,chi_only,False,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,0.9999999999999998,0.9999999999999998,0.0,"[1.0, 0.9999999999999996]","[1.0, 0.9999999999999997]","[0.0, 0.0]","[1.4901161193847656e-08, 1.4901161193847656e-08]","[0.0, 0.0]","[2.7251366263605336e-17, 1.3481888717516416e-17]","[-0.0, 0.0]",0.9999999999999998,0.9999999999999997,0.0,0.0,2.0366627490560874e-17,2.7251366263605336e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_random_xy_na3_chiT3p0_seed6201,chi_only,False,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.4691523153249131,0.5449876988499255,0.793905372597026,"[0.6426667271838375, 0.0863940643414087, 0.9205240848084715]","[0.7617778181225584, 0.3909293762276058, 0.947016056538981]","[1.266083055904582, 2.5404389889665717, 0.5199037063908195]","[1.0936764174674405, 0.5769989102669263, 1.5700704571960664]","[0.0005129501467808556, 0.0019000111699166075, 0.03526137102433183]","[1.2814485958873798, 2.5449245117055486, 0.5705068471447612]","[-0.015390005535337946, 0.013975388869599533, 0.04332957974603245]",0.6999077502963819,0.3909293762276058,0.012558110780343098,0.03526137102433183,1.46562665157923,2.5449245117055486,0.46924011942633875,0.4691523153249131,1.0000050116405246,1.000004948487956,0.0,0.0,0.0,0.0,0.6208557000774462,0.0191432016517704,True,Optimization terminated successfully.,301.0,"[-0.749653700609581, 0.7496164772583892, 0.7495671060736863, 0.13478971764954942, -1.7811987711883803, -0.46606776786480136]",,,,,,,,
chi_only_random_xy_na3_chiT3p0_seed6201,chi_only,False,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.46915434629001723,0.5449894396771576,0.7939066151222652,"[0.642676273204114, 0.08639314521915367, 0.9205241986056608]","[0.761784182136076, 0.3909287634794358, 0.9470161324037738]","[1.2660911084592907, 2.5404415305288333, 0.5199039945907259]","[1.0936181282324595, 0.5770469708287674, 1.5700449684036448]","[0.0005061398099991946, 0.0018972869789716804, 0.03526182314441269]","[1.2814507136366025, 2.5449273668865433, 0.5705055322337017]","[-0.015380243589909146, 0.013975890209916358, 0.04332977220799772]",0.6999096926730952,0.3909287634794358,0.012555083311127854,0.03526182314441269,1.465627870918949,2.5449273668865433,,,,,,,,,,,,,,,chi_only_random_xy_na3_chiT3p0_seed6201,1.0,1.0,,,,,
chi_only_random_xy_na3_chiT3p0_seed6201,chi_only,False,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.010470272896404157,0.15183166248263213,1.3399071972087655,"[0.1152539963044532, 0.1196101794824494, 0.0981752571016675]","[0.4101693308696355, 0.41307345298829956, 0.398783504734445]","[0.008848467433046237, 1.2118327788158103, 2.4279073711154364]","[2.5096928345101386, 1.360564637721351, 0.5124130651957083]","[0.8352452575994764, 1.5444493496434253, 0.2300172465338962]","[2.301997171053974, 1.8829260183522367, 2.4936127056984936]","[0.7563102346270963, -0.0542229980251988, -0.6578170299889514]",0.40734209619746004,0.398783504734445,0.8699039512589327,1.5444493496434253,2.2261786317015684,2.4936127056984936,,,,,,,,,,,,,,,chi_only_random_xy_na3_chiT3p0_seed6201,,,0.000557961221754755,0.14333539533293263,,,
chi_only_random_xy_na3_chiT3p0_seed6201,chi_only,False,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,0.9999999999999998,0.9999999999999998,3.3035742792003846e-17,"[0.9999999999999996, 0.9999999999999996, 1.0]","[0.9999999999999997, 0.9999999999999997, 1.0]","[0.0, 0.0, 1.1102230246251565e-16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.2706790951988666e-34]","[1.739278407133579e-17, 1.5275865589783296e-17, 1.1487105872316755e-16]","[0.0, 6.491336848480875e-17, 1.4657431799712623e-17]",0.9999999999999997,0.9999999999999997,4.235596983996222e-35,1.2706790951988666e-34,4.917990279476221e-17,1.1487105872316755e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_random_xy_na3_chiT5p0_seed6202,chi_only,False,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.1928909267249802,0.30819222290712595,1.0591135031604888,"[0.1142476230507493, 0.1445683600684193, 0.3593120220094993]","[0.4094984153671662, 0.42971224004561287, 0.5728746813396662]","[2.4413210544264876, 2.3564056943366514, 1.8336098937037746]","[1.0258264730262239, 0.8199280252809729, 1.1748189672041014]","[0.002006303659699948, 0.006264048557116456, 0.0238923771563648]","[2.452000120421754, 2.3615148484660504, 1.8558738244526136]","[-0.017258734310330894, 0.008048867010087791, 0.03334378923379443]",0.4706951122508151,0.4094984153671662,0.0107209097910604,0.0238923771563648,2.2231295977801393,2.452000120421754,0.19291222670591857,0.1928909267249802,1.0000047746728105,1.0000047201102997,0.0,0.0,0.0,0.0,0.9658932287002492,0.016547517094229285,True,Optimization terminated successfully.,177.0,"[0.7493046123519664, 0.7482206380655366, 0.7495669605178247, -1.21558614018474, 0.023180816282763382, -0.7205998929251157]",,,,,,,,
chi_only_random_xy_na3_chiT5p0_seed6202,chi_only,False,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.19289062993923833,0.30819196851934716,1.0591168858849118,"[0.1142489888247059, 0.144566834864236, 0.3593107911782183]","[0.40949932588313726, 0.42971122324282396, 0.5728738607854789]","[2.441330849197657, 2.3564078481879998, 1.8336105231306643]","[1.025714593133402, 0.8201636272354605, 1.1748797178090247]","[0.002016580276756413, 0.006264671820731834, 0.023888483079835335]","[2.4520030427475383, 2.361519085346071, 1.8558761471302379]","[-0.017246362460347706, 0.008049506388692968, 0.03334419001330513]",0.47069480330381336,0.40949932588313726,0.010723245059107862,0.023888483079835335,2.223132758407949,2.4520030427475383,,,,,,,,,,,,,,,chi_only_random_xy_na3_chiT5p0_seed6202,1.0,1.0,,,,,
chi_only_random_xy_na3_chiT5p0_seed6202,chi_only,False,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.03280963942788479,0.17097969093818696,1.2797387911397522,"[0.0012180520961050639, 0.14793816873463614, 0.037510482567203185]","[0.33414536806407, 0.4319587791564241, 0.35834032171146885]","[1.0232607687582425, 0.8131256293248188, 0.15448207853544393]","[1.9240483414817744, 3.112207161131141, 2.411859097130743]","[1.85190513809586, 0.05061977632125486, 1.0734184341730433]","[2.4507678291101764, 2.3514397861576897, 2.5337813910719347]","[-0.14781020269931955, 0.028162426352896834, 0.2565233896516069]",0.374814822977321,0.33414536806407,0.9919811161967194,1.85190513809586,2.4453296687799337,2.5337813910719347,,,,,,,,,,,,,,,chi_only_random_xy_na3_chiT5p0_seed6202,,,0.4368512824975862,0.5173010992836453,,,
chi_only_random_xy_na3_chiT5p0_seed6202,chi_only,False,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,1.5700924586837752e-16,"[0.9999999999999998, 1.0, 1.0]","[0.9999999999999999, 1.0, 1.0]","[8.881784197001252e-16, 0.0, 0.0]","[2.1073424255447017e-08, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0]","[5.468777965510584e-16, 5.251504673116415e-18, 3.5885545272507553e-17]","[1.0697377818925577e-16, -4.32861016676407e-17, 0.0]",1.0,0.9999999999999999,0.0,0.0,1.9600494883222746e-16,5.468777965510584e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na2_chiT1p0,chi_plus_chiprime,True,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,full_shared_line,0.6865532613106494,0.7492426090485196,0.5855615455583209,"[0.820221245676829, 0.5648540894298253]","[0.880147497117886, 0.7099027262865502]","[0.844877367371376, 1.4404875984111032]","[1.4395761214940803, 0.3216604086409053]","[0.03235516889636461, 0.0010552667785912386]","[0.8751330802637332, 1.440726060204365]","[-0.034467983276741644, -0.0014560959615306708]",0.795025111702218,0.7099027262865502,0.016705217837477925,0.03235516889636461,1.157929570234049,1.440726060204365,0.686601511041785,0.6865532613106494,1.0000041946285516,1.000004161921068,0.0,0.0,0.0,0.0,0.37491522154359613,0.011906919573953751,True,Optimization terminated successfully.,127.0,"[0.7464578310258574, 0.7482206380655366, 1.2230457450989103, 1.1774370865120134]",,,,,,,,
chi_plus_chiprime_aligned_x_na2_chiT1p0,chi_plus_chiprime,True,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,blockwise_exact_reduced,0.6865607051875781,0.7492485641500625,0.5855630497211449,"[0.8202341180996919, 0.5648569120446064]","[0.880156078733128, 0.7099046080297375]","[0.8448811965017342, 1.440487965714663]","[1.4395920872250754, 0.32171131086708266]","[0.03235158600113431, 0.0010543232123797087]","[0.8751341268897407, 1.4407264841997987]","[-0.03446426194113793, -0.0014560417377330623]",0.7950303433814327,0.7099046080297375,0.016702954606757008,0.03235158600113431,1.1579303055447696,1.4407264841997987,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na2_chiT1p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na2_chiT1p0,chi_plus_chiprime,True,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.0002712482275707562,0.2002169985820566,1.4258117795017844,"[7.594309723759557e-05, 0.0017350360757586432]","[0.33338396206482507, 0.33449002405050576]","[1.9810720425757462, 0.9531602588422796]","[1.89767962771312, 1.9546505272044643]","[0.22906770356643597, 2.1576873177595597]","[3.115754278224913, 2.1673361254845864]","[-0.9583366940575847, 0.5108522686920343]",0.33393699305766544,0.33338396206482507,1.1933775106629978,2.1576873177595597,2.6415452018547496,3.115754278224913,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na2_chiT1p0,,,0.06428859137119991,0.25143087309695994,,,
chi_plus_chiprime_aligned_x_na2_chiT1p0,chi_plus_chiprime,True,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 1.0]","[1.0, 1.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na2_chiT3p0,chi_plus_chiprime,True,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.687452120388643,0.7499616963109144,0.5846225358204333,"[0.8211224045690355, 0.5657172684141855]","[0.8807482697126904, 0.7104781789427902]","[0.8732180976535202, 1.416187900046289]","[0.22022292452678, 1.348603226309299]","[0.001242335749850684, 0.02321638149908326]","[0.8733735094278673, 1.4387938460012384]","[-0.0013968858241123158, 0.028232848085043883]",0.7956132243277403,0.7104781789427902,0.01222935862446697,0.02321638149908326,1.156083677714553,1.4387938460012384,0.6874895845063088,0.687452120388643,1.0000006551390863,1.0000006495590605,0.0,0.0,0.0,0.0,0.3738526673959498,0.01048520039067084,True,Optimization terminated successfully.,121.0,"[-0.7496536775576004, -0.749653677555219, 1.1208019639591402, 1.0973855797825642]",,,,,,,,
chi_plus_chiprime_aligned_x_na2_chiT3p0,chi_plus_chiprime,True,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.6874518528402257,0.7499614822721805,0.5846223065505165,"[0.8211218317295813, 0.5657172588332929]","[0.8807478878197209, 0.7104781725555286]","[0.8732170843054475, 1.4161879128454329]","[0.21985353432373694, 1.3486127044528549]","[0.0012387811484237913, 0.023217814225217015]","[0.8733720041241325, 1.4387940940634685]","[-0.00139447318383637, 0.02823288690070665]",0.7956130301876247,0.7104781725555286,0.012228297686820403,0.023217814225217015,1.1560830490938006,1.4387940940634685,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na2_chiT3p0,1.0,1.0,,,,,
