mode,n,family,variant,description,duration_ns,amplitude_scale,expected_pi_amplitude_MHz,amplitude_MHz,carrier_rotating_MHz,target_probability,source_probability,leakage_probability,subspace_population
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,1.35,6.25,8.4375,-255.6696945244608,0.7282711202158074,0.27172887978419247,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,1.5,6.25,9.375,-255.6696945244608,0.5016121862273962,0.49838781377260377,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,0.65,4.166666666666666,2.708333333333333,-255.6696945244608,0.7264392765113695,0.2735607234886304,5.551115123125783e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,0.8,4.166666666666666,3.333333333333333,-255.6696945244608,0.9040178333626889,0.0959821666373111,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,0.95,4.166666666666666,3.9583333333333326,-255.6696945244608,0.9936883741889827,0.006311625811017355,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,1.05,4.166666666666666,4.374999999999999,-255.6696945244608,0.9940159971678041,0.005984002832195924,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,1.2,4.166666666666666,4.999999999999999,-255.6696945244608,0.9052545629441802,0.0947454370558198,4.163336342344337e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,1.35,4.166666666666666,5.624999999999999,-255.6696945244608,0.7282772205533176,0.2717227794466827,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,60.0,1.5,4.166666666666666,6.249999999999999,-255.6696945244608,0.5015922947725935,0.49840770522740657,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,0.65,3.125,2.03125,-255.6696945244608,0.7264079174016319,0.27359208259836787,2.220446049250313e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,0.8,3.125,2.5,-255.6696945244608,0.9040570062341478,0.09594299376585214,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,0.95,3.125,2.96875,-255.6696945244608,0.9936911573436144,0.006308842656385563,8.586881206085195e-17,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,1.05,3.125,3.28125,-255.6696945244608,0.9940174226154921,0.005982577384507666,2.480654570646834e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,1.2,3.125,3.75,-255.6696945244608,0.9052554325197945,0.09474456748020553,1.3877787807814457e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,1.35,3.125,4.21875,-255.6696945244608,0.7282626540281846,0.2717373459718154,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,80.0,1.5,3.125,4.6875,-255.6696945244608,0.5016009266746341,0.49839907332536554,3.885780586188048e-16,0.9999999999999996
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,0.65,2.083333333333333,1.3541666666666665,-255.6696945244608,0.7264005578152902,0.2735994421847098,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,0.8,2.083333333333333,1.6666666666666665,-255.6696945244608,0.9041081134627322,0.09589188653726757,1.942890293094024e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,0.95,2.083333333333333,1.9791666666666663,-255.6696945244608,0.9936891050958183,0.006310894904181767,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,1.05,2.083333333333333,2.1874999999999996,-255.6696945244608,0.9940138362960131,0.005986163703987286,0.0,1.0000000000000004
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,1.2,2.083333333333333,2.4999999999999996,-255.6696945244608,0.9052509687437538,0.09474903125624672,0.0,1.0000000000000004
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,1.35,2.083333333333333,2.8124999999999996,-255.6696945244608,0.7282617126294713,0.27173828737052863,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,120.0,1.5,2.083333333333333,3.1249999999999996,-255.6696945244608,0.5015958448915255,0.49840415510847436,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,160.0,0.65,1.5625,1.015625,-255.6696945244608,0.7264050656825517,0.2735949343174479,3.885780586188048e-16,0.9999999999999996
storage,1,gaussian,sigma_0p12,Narrow Gaussian,160.0,0.8,1.5625,1.25,-255.6696945244608,0.9040274589665718,0.09597254103342816,6.938893903907228e-17,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,160.0,0.95,1.5625,1.484375,-255.6696945244608,0.9936889118584361,0.006311088141563788,1.0408340855860843e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,160.0,1.05,1.5625,1.640625,-255.6696945244608,0.994016507942137,0.005983492057862867,1.0408340855860843e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,160.0,1.2,1.5625,1.875,-255.6696945244608,0.9052522753729673,0.09474772462703292,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,160.0,1.35,1.5625,2.109375,-255.6696945244608,0.728271064552733,0.2717289354472669,5.551115123125783e-17,1.0
